Poskytovateľ,Dataset,Počet stiahnutí,Rok
Ministerstvo vnútra SR,Zmenová dávka č. 12114047,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114088,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114127,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114163,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114198,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114238,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114275,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114308,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12114345,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12118001,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12118004,48,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12121061,43,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12121064,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12122729,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12124351,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12124959,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12127504,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12131207,15,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12131220,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12131223,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12134819,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12134871,84,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12134914,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12137249,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12139144,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12141160,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12143511,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12143555,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12143604,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12149408,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12149411,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12149414,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12149417,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12152913,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12152916,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12152919,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12155739,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12155742,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12159962,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12159968,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12159971,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12161532,12,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12163111,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12166480,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12166482,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181134,42,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181137,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181140,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181143,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181145,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181148,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181150,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181153,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181155,15,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181158,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181160,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181163,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181166,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12181168,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12184389,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12184392,38,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12187118,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12187121,89,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12189417,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12191116,47,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12192735,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12196618,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12196621,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12196624,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12202203,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12202206,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12202210,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12202212,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12202215,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12206315,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12206318,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12206321,50,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214765,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214768,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214772,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214774,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214777,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214780,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214783,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12214786,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12218974,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12218978,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12218981,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12222190,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12226598,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12226606,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12226610,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12226612,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12230133,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12230136,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12230139,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12232882,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12232886,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12236053,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12236056,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12237489,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12239011,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12240443,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12241882,41,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12245503,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12245506,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12245509,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12250002,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12250006,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12250009,54,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12250012,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12255183,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12255186,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12255195,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12255199,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12258237,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12258240,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12259982,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12261542,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12264903,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12264906,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276834,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276837,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276841,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276844,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276847,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276850,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276852,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276855,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276858,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276861,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12276864,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12282794,33,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12282798,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12282801,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12282804,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12282808,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12286281,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12286285,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12286288,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12292316,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12292320,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12292323,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12292326,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12292329,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12293976,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12295577,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12298771,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12298774,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12303809,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12303813,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12303816,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12303819,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12309635,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12309639,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12309642,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12309645,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12309648,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12313180,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12313184,43,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12313187,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12316899,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12316903,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12316906,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12318453,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12319968,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12322029,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12324779,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12324783,12,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12329114,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12329118,296,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12329121,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12329125,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12332526,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12332530,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12332533,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12334669,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12336256,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12337832,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12340835,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12340838,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351720,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351724,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351728,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351731,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351734,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351738,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351741,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351744,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351747,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12351750,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12355284,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12355288,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12355292,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12360536,12,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12360541,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12360545,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12360548,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12363900,12,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12363905,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12365494,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12367130,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12370241,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12370245,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12376216,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12376220,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12376224,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12376227,40,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12376230,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12381420,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12381425,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12381433,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12381437,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12385093,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12385097,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12385101,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12388024,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12388028,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12389925,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12391517,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402948,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402965,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402969,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402972,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402975,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402979,48,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402982,10,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402985,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402988,36,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12402991,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12403007,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409543,11,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409548,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409552,13,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409555,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409558,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12409562,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12412858,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12412930,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12412956,31,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12417131,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12417136,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12417140,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12420291,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12420296,10,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12421996,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12423556,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12428184,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12428246,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12428313,27,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12428316,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12432968,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12432972,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12432976,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12432979,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12436667,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12436671,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12436675,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12440875,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12440880,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12440884,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12443640,23,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12443645,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12445771,11,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12447349,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455238,28,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455303,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455309,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455312,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455315,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455319,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12455322,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462955,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462959,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462963,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462967,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462970,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462973,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12462977,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12466906,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12466963,17,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12466967,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12472109,52,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12472114,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12472118,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12472122,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12474406,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12476017,25,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12477569,9,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12482104,81,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12482108,19,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12482112,34,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12482116,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12485971,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12485975,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12485979,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12489319,30,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12489324,52,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12492645,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12492650,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12495816,14,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12495821,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12497760,22,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12499892,21,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12502878,43,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12502882,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12506273,44,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12506279,29,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12506284,35,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12509467,20,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12509472,18,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12514618,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12514623,32,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12514627,24,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12514631,39,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12517346,37,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12517351,16,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12519104,26,2022
Ministerstvo vnútra SR,Zmenová dávka č. 12520650,28,2022
